orderDetailID,orderHeaderID,productID,quantity,unit_price
14870,4415,550,10,1436.27
14871,17495,710,5,1813.78
14872,22057,305,4,868.32
14873,20438,604,4,884.9
14874,29370,776,8,9.45
14875,3938,755,10,1981.19
14876,3964,628,2,1523.05
14877,21327,95,5,650.61
14878,5898,725,7,1013.43
14879,8975,246,7,594.69
14880,14378,685,8,176.68
14881,17501,797,3,1171.6
14882,16057,79,2,1105.62
14883,1751,433,8,990.2
14884,27153,280,9,1998.89
14885,4028,661,1,1805.96
14886,11529,369,9,1247.92
14887,5746,279,8,629.9
14888,28964,351,7,298.25
14889,21449,226,8,1689.41
14890,9680,924,3,319.25
14891,28452,928,2,121.91
14892,28208,406,4,1427.69
14893,5939,446,7,510.12
14894,28769,323,2,1797.57
14895,12151,630,7,1780.71
14896,13407,73,7,1148.7
14897,19782,518,10,1480.16
14898,24650,321,9,240.95
14899,17744,22,3,1221.11
14900,25668,179,9,1002.99
14901,4854,708,7,508.35
14902,18326,109,8,1791.94
14903,3149,372,3,1750.86
14904,28880,697,5,1639.13
14905,16244,456,7,1747.23
14906,7934,567,8,1865.76
14907,9437,229,6,1120.01
14908,17670,938,6,1038.55
14909,29082,948,5,1890.88
14910,6475,957,4,1787.15
14911,14680,531,7,1177.15
14912,11229,364,10,263.61
14913,771,897,5,1520.27
14914,1844,425,8,351.67
14915,74,959,1,1714.63
14916,18045,216,8,1398.42
14917,16060,48,5,1081.47
14918,20734,465,4,1903.97
14919,23487,672,6,1334.09
14920,8001,946,7,463.12
14921,25396,910,3,537.37
14922,20203,273,4,352.3
14923,13274,608,7,1772.83
14924,16122,993,7,571.54
14925,332,30,3,1909.65
14926,17806,633,9,916.17
14927,7513,879,3,1727.02
14928,28232,947,8,886.2
14929,23275,866,8,1915.74
14930,4932,988,3,1575.15
14931,26268,190,7,1874.53
14932,12743,152,3,1652.84
14933,22410,376,2,1342.2
14934,13427,255,7,1791.69
14935,20793,703,8,203.48
14936,5114,654,9,847.81
14937,8420,758,1,904.77
14938,2882,34,9,1711.61
14939,13146,187,2,1095.36
14940,13557,879,3,1062.87
14941,19250,449,8,564.63
14942,29690,86,2,1093.78
14943,2576,673,7,1825.48
14944,29622,876,8,1586.08
14945,12715,118,10,1487.41
14946,6186,623,5,1386.58
14947,8657,58,3,816.38
14948,5742,18,9,1595.0
14949,16662,879,8,644.73
14950,28691,871,3,1684.8
14951,66,140,8,1927.04
14952,4263,458,3,656.88
14953,5705,706,6,1461.8
14954,15356,642,1,1776.29
14955,8595,966,4,1067.63
14956,12176,212,8,1581.24
14957,24374,486,6,1213.76
14958,12697,796,5,1727.3
14959,6256,120,6,1763.87
14960,7442,891,7,1294.52
14961,28055,554,1,520.4
14962,28021,3,3,1226.95
14963,21077,944,1,591.12
14964,14987,229,9,48.88
14965,13351,229,4,1984.83
14966,14441,985,2,888.05
14967,20804,343,5,922.86
14968,7961,141,2,1097.71
14969,22463,57,7,1514.46
14970,27616,216,4,1516.04
14971,17822,643,5,1108.17
14972,25005,114,9,1627.0
14973,27259,703,2,428.0
14974,27354,755,5,1698.42
14975,23417,294,4,240.91
14976,29757,827,3,1313.79
14977,22116,28,1,24.34
14978,19763,538,6,1977.49
14979,13666,596,7,1290.43
14980,24969,859,1,1837.69
14981,22732,321,6,1133.88
14982,22786,842,1,1989.19
14983,6630,714,6,1076.24
14984,13829,573,4,842.08
14985,4542,697,6,1514.48
14986,7877,758,1,212.91
14987,29876,513,1,524.55
14988,13312,928,3,1128.15
14989,24918,755,6,812.94
14990,24709,32,3,981.77
14991,14589,747,7,1708.01
14992,16649,411,4,396.19
14993,12381,397,9,228.41
14994,9878,17,7,938.3
14995,17819,924,4,441.03
14996,21712,601,9,41.36
14997,5098,52,5,1433.53
14998,18045,370,4,860.01
14999,28394,164,2,1433.21
15000,22077,303,9,415.5
15001,18739,450,10,608.65
15002,24842,928,8,1306.95
15003,29318,544,6,1346.62
15004,6462,710,1,1497.29
15005,25713,502,8,212.62
15006,7045,351,4,1648.15
15007,5498,379,1,1179.73
15008,20934,439,3,243.61
15009,22719,201,6,879.93
15010,22395,107,2,760.08
15011,13752,505,8,346.31
15012,29883,384,5,1743.01
15013,21311,848,5,1111.8
15014,25967,857,1,917.9
15015,9305,296,9,343.81
15016,10427,28,2,1212.68
15017,11059,337,9,249.93
15018,22450,287,10,1058.99
15019,11261,631,10,637.6
15020,18564,343,1,1158.29
15021,21352,31,10,1363.02
15022,635,666,8,1894.73
15023,20016,772,3,1225.32
15024,25976,487,3,679.23
15025,29363,619,7,1676.54
15026,27316,251,7,1362.61
15027,27747,363,7,837.99
15028,10058,107,7,115.58
15029,13346,506,3,1641.88
15030,10148,442,8,1467.02
15031,21062,117,1,932.04
15032,18603,245,3,1130.85
15033,1390,79,8,1548.51
15034,13072,741,2,948.88
15035,11323,486,7,1304.13
15036,4277,23,4,961.92
15037,12307,197,6,1250.64
15038,1250,361,9,1023.4
15039,24025,700,8,530.88
15040,27743,427,4,1261.59
15041,22097,217,7,956.99
15042,17630,990,3,543.89
15043,8246,759,9,1741.1
15044,11103,666,2,704.63
15045,16227,707,6,632.48
15046,10589,628,5,103.79
15047,443,196,4,285.93
15048,6977,567,2,824.47
15049,4676,687,9,1140.68
15050,11804,978,5,140.89
15051,7954,443,1,1191.24
15052,4378,997,5,1149.71
15053,10600,459,7,107.52
15054,7059,459,3,1316.52
15055,17207,484,7,1562.04
15056,11895,144,6,1420.21
15057,2940,314,7,658.11
15058,23481,875,9,105.93
15059,22150,729,2,1143.46
15060,29313,257,2,1364.27
15061,1032,639,1,1708.22
15062,10209,474,2,71.18
15063,563,685,3,574.74
15064,10731,606,7,26.65
15065,16725,499,3,815.06
15066,20952,902,8,475.09
15067,16153,219,3,152.98
15068,13999,564,2,1516.67
15069,24247,531,10,1293.77
15070,28352,358,10,852.09
15071,18681,237,4,333.23
15072,16619,683,4,1101.3
15073,21587,275,5,457.77
15074,9309,807,5,431.8
15075,26485,876,3,939.29
15076,9610,672,1,479.62
15077,29496,752,8,1080.81
15078,17676,577,10,81.58
15079,28065,217,2,504.1
15080,21112,559,5,1395.44
15081,28231,397,2,333.39
15082,8721,74,6,1245.98
15083,27901,978,7,46.37
15084,10173,676,7,1301.7
15085,14458,982,1,1313.76
15086,2940,710,9,578.64
15087,14346,923,1,1448.83
15088,16159,328,8,376.08
15089,5436,408,1,795.96
15090,23366,148,3,1812.48
15091,5393,86,10,1549.13
15092,25906,521,4,1704.42
15093,7973,503,9,761.26
15094,17618,765,8,1954.8
15095,26330,232,5,1316.05
15096,19185,888,4,8.24
15097,27510,498,10,151.87
15098,14800,423,9,1397.27
15099,27336,467,1,1891.76
15100,19160,247,6,1487.55
15101,15053,370,8,1044.6
15102,6045,513,7,404.25
15103,19872,779,8,1604.64
15104,23768,105,3,1149.93
15105,14416,234,5,340.39
15106,20235,458,1,439.46
15107,27104,257,8,775.36
15108,21382,475,2,716.64
15109,17275,593,10,815.64
15110,13859,635,3,791.77
15111,22305,172,10,1602.3
15112,26642,819,2,461.89
15113,17573,273,1,473.61
15114,5645,871,2,108.31
15115,28874,759,10,1535.19
15116,17125,875,2,1118.59
15117,17754,888,6,641.08
15118,25966,194,4,1091.8
15119,18385,112,10,1503.55
15120,17856,23,4,1050.55
15121,17921,937,1,1190.23
15122,16703,894,10,361.31
15123,26841,315,2,1946.09
15124,5154,202,3,1720.9
15125,1895,501,9,599.68
15126,28288,618,5,138.44
15127,29396,606,4,1042.03
15128,27399,995,10,1772.81
15129,7992,25,3,33.97
15130,15440,657,10,1131.91
15131,29085,508,1,49.24
15132,9468,366,1,46.2
15133,27660,531,10,866.85
15134,24977,722,8,1588.85
15135,5936,594,10,56.2
15136,17108,46,9,1033.84
15137,2330,35,3,1446.67
15138,9328,202,9,534.97
15139,2771,535,8,1127.64
15140,23930,365,1,1769.52
15141,4847,470,6,1642.22
15142,16652,300,9,1308.55
15143,16277,777,4,470.55
15144,14634,416,9,216.83
15145,13629,346,2,287.76
15146,570,349,10,1988.05
15147,27133,699,9,1444.89
15148,1974,810,1,433.12
15149,25122,190,4,1186.15
15150,2823,403,5,42.91
15151,20845,752,2,1657.39
15152,29219,349,6,1597.94
15153,271,373,8,1316.89
15154,16321,639,2,423.63
15155,7642,505,9,1003.39
15156,8931,291,2,1362.97
15157,6681,972,1,747.2
15158,1258,904,6,1207.77
15159,8251,985,5,640.67
15160,5371,987,10,1020.35
15161,28758,111,3,566.7
15162,4859,555,3,1422.21
15163,8582,503,8,297.66
15164,13492,301,4,711.76
15165,25295,646,1,1413.56
15166,23384,13,4,1390.84
15167,12437,523,6,1045.97
15168,12871,102,2,182.05
15169,16505,966,7,972.78
15170,6909,197,1,234.99
15171,10845,391,10,727.24
15172,18688,55,9,527.01
15173,4862,183,2,1814.66
15174,2912,19,9,934.67
15175,8992,363,1,1552.23
15176,11573,774,4,887.12
15177,10299,473,5,612.71
15178,29694,9,8,869.98
15179,7237,660,5,1786.71
15180,5566,25,1,203.65
15181,22916,306,1,762.36
15182,17494,584,2,494.67
15183,6930,434,9,976.92
15184,17635,997,1,1184.07
15185,27217,422,3,1424.83
15186,24562,834,8,270.85
15187,18034,57,1,1183.99
15188,7352,534,4,1550.61
15189,22296,824,8,1367.04
15190,25922,548,6,963.16
15191,19341,179,6,1191.9
15192,14902,68,1,1800.28
15193,10639,496,7,1002.39
15194,5829,1,1,1642.66
15195,21379,48,3,1915.7
15196,11557,417,1,123.4
15197,22821,664,8,1724.71
15198,25061,945,4,223.97
15199,23999,197,5,137.68
15200,25379,570,1,857.14
15201,18100,48,1,985.47
15202,8151,953,10,175.84
15203,10108,960,1,1920.42
15204,19868,355,3,114.42
15205,24060,234,6,1398.12
15206,1758,437,5,700.23
15207,18194,700,10,262.73
15208,21924,894,7,1620.17
15209,22433,626,1,1605.81
15210,11200,90,8,1814.17
15211,27802,369,5,1677.19
15212,28072,939,6,1058.92
15213,26897,169,2,215.31
15214,16296,363,9,1613.47
15215,26247,922,3,76.55
15216,12808,955,5,1402.19
15217,17536,873,10,104.44
15218,5493,177,8,483.23
15219,23096,500,1,946.53
15220,6303,704,4,1178.75
15221,15930,133,5,1810.35
15222,4748,172,6,1975.83
15223,26800,530,3,1493.53
15224,14239,763,4,1999.83
15225,27244,441,3,429.31
15226,8403,985,4,917.09
15227,10687,112,7,1594.59
15228,4682,40,9,19.05
15229,28839,102,9,1023.33
15230,18892,369,5,1737.63
15231,19348,174,6,1245.44
15232,3429,826,9,1466.07
15233,27952,341,4,1711.15
15234,29929,920,7,1770.45
15235,7495,924,3,769.9
15236,3956,814,9,507.94
15237,29878,196,9,778.4
15238,20090,584,10,616.27
15239,27982,182,5,1000.04
15240,14027,753,4,795.42
15241,20423,801,10,219.75
15242,9245,323,10,1726.47
15243,714,113,9,449.29
15244,23645,852,5,1754.19
15245,11081,675,1,371.71
15246,23396,551,2,1503.04
15247,25264,235,10,348.79
15248,8522,505,7,1096.4
15249,1747,943,3,1892.84
15250,17592,71,1,1318.47
15251,26719,219,9,92.7
15252,17169,517,4,1335.92
15253,2697,753,3,220.68
15254,12013,165,5,133.95
15255,14689,513,1,993.18
15256,23458,982,1,1745.79
15257,5037,381,1,1753.39
15258,7128,184,7,1341.8
15259,29961,903,7,636.63
15260,3719,369,9,1667.43
15261,22160,448,5,1580.29
15262,7911,8,2,1991.41
15263,2694,620,9,986.26
15264,17010,382,4,1720.95
15265,15859,382,5,1251.37
15266,28811,990,1,1635.54
15267,20093,448,2,103.94
15268,23244,697,8,650.61
15269,15933,796,2,1009.51
15270,25338,154,8,310.73
15271,7693,34,1,846.39
15272,28556,497,9,510.73
15273,6399,864,9,347.27
15274,7253,22,9,905.21
15275,11722,380,6,974.44
15276,17940,148,2,452.58
15277,11826,910,1,840.43
15278,25252,663,6,889.01
15279,4188,579,4,1405.73
15280,24152,915,8,1837.31
15281,29765,590,8,909.15
15282,37,744,2,1986.3
15283,28413,551,2,287.78
15284,18172,677,4,1478.81
15285,6284,99,9,517.52
15286,15203,641,6,120.44
15287,8061,531,7,90.05
15288,27304,271,3,81.6
15289,8066,985,7,1242.02
15290,29874,1,3,910.24
15291,3881,287,2,1663.08
15292,5933,997,2,1902.4
15293,26471,180,9,307.87
15294,8329,939,7,1443.55
15295,6334,256,5,1172.7
15296,22144,174,3,1826.08
15297,22870,854,8,488.95
15298,13871,50,2,199.6
15299,11269,532,3,786.2
15300,5068,617,5,348.67
15301,15617,190,1,1798.63
15302,12076,751,6,1158.57
15303,17046,43,2,1441.47
15304,7974,517,7,374.38
15305,22771,975,7,1561.04
15306,10003,760,1,1108.18
15307,7888,66,4,1904.35
15308,415,396,1,1028.04
15309,6851,251,10,24.75
15310,24919,128,7,51.92
15311,2730,697,5,455.79
15312,28027,188,8,1551.11
15313,28242,183,1,397.33
15314,11930,583,10,659.95
15315,14989,578,4,815.39
15316,3898,968,9,228.24
15317,28818,841,10,1571.27
15318,28995,762,1,1083.14
15319,2170,667,3,506.58
15320,13564,412,2,938.77
15321,18263,933,9,1412.95
15322,28547,79,10,1410.05
15323,22839,19,5,475.99
15324,12889,478,6,863.51
15325,4571,947,8,62.47
15326,27194,781,9,850.24
15327,1516,45,8,117.81
15328,16959,774,8,48.81
15329,12635,222,1,1183.2
15330,19252,129,10,1093.39
15331,13799,618,1,1767.59
15332,19929,763,8,1530.46
15333,4478,633,1,1531.98
15334,29976,230,5,1781.28
15335,16456,793,4,314.48
15336,27145,227,5,28.06
15337,28014,922,8,746.72
15338,19365,397,10,551.6
15339,25694,275,8,208.08
15340,21877,138,4,420.63
15341,26963,173,8,188.32
15342,28085,327,10,1486.24
15343,9552,783,5,1051.41
15344,21144,215,4,471.64
15345,26092,228,7,1756.42
15346,24469,107,3,1948.59
15347,14180,159,5,840.92
15348,40,894,5,1480.65
15349,25959,136,5,1481.41
15350,10223,763,2,1126.44
15351,27198,30,10,927.57
15352,21758,98,7,1290.22
15353,29638,609,10,342.12
15354,23950,769,7,1453.71
15355,16117,784,8,225.83
15356,18285,882,7,1213.32
15357,18602,523,1,58.73
15358,16050,923,9,1782.42
15359,4797,342,4,1450.28
15360,4607,168,1,942.77
15361,17668,211,10,1217.99
15362,8776,684,2,1279.32
15363,29656,838,8,1820.26
15364,25035,632,8,990.37
15365,14865,185,9,1182.19
15366,14194,432,9,1661.16
15367,14677,424,10,895.76
15368,10458,39,8,518.45
15369,27243,980,4,627.56
15370,17200,387,10,337.88
15371,16045,951,7,1494.34
15372,15067,769,9,1881.2
15373,18896,791,6,69.56
15374,247,742,6,1388.64
15375,21210,451,1,807.73
15376,6517,958,10,729.37
15377,16801,115,9,1136.01
15378,13343,930,2,583.06
15379,29040,401,3,1949.47
15380,23087,304,5,1507.47
15381,20102,603,5,928.18
15382,16492,309,5,1120.86
15383,27208,573,4,224.98
15384,9031,103,5,1379.4
15385,20898,727,3,1207.92
15386,29493,102,1,1904.85
15387,1422,907,7,1126.22
15388,12971,655,10,39.32
15389,7284,90,2,1435.59
15390,28489,118,8,354.74
15391,15946,139,1,1185.93
15392,256,903,6,1196.05
15393,23633,303,1,1835.41
15394,11020,752,8,1024.37
15395,15488,648,2,1500.25
15396,9030,517,8,212.0
15397,19347,209,4,1980.62
15398,2283,87,3,817.27
15399,8745,962,2,1722.36
15400,24757,859,4,1542.85
15401,28829,319,10,515.65
15402,17862,789,10,1687.65
15403,25147,967,2,557.1
15404,21337,887,3,1846.77
15405,22265,633,2,119.51
15406,9920,245,2,1291.37
15407,13336,870,10,745.86
15408,21977,90,9,981.32
15409,23476,478,1,860.96
15410,592,652,3,1587.89
15411,6278,112,1,1968.02
15412,29093,907,3,285.66
15413,2261,950,1,1030.45
15414,11140,977,9,1608.86
15415,348,394,5,1452.25
15416,24742,887,4,1037.06
15417,21417,240,8,753.97
15418,4444,272,1,1156.31
15419,11089,143,9,770.99
15420,29070,954,2,1315.34
15421,8775,719,8,1696.83
15422,6870,119,7,1249.27
15423,28083,596,10,254.72
15424,22081,900,2,1170.21
15425,28980,992,10,921.17
15426,19423,251,10,1865.75
15427,2846,278,6,1177.88
15428,24249,163,5,1481.77
15429,27343,654,7,1236.25
15430,22994,350,2,1994.57
15431,12387,31,10,1616.68
15432,1266,458,9,1579.25
15433,12446,838,3,948.27
15434,29226,91,1,1797.93
15435,12939,128,8,1183.38
15436,11160,779,7,1079.73
15437,2275,548,7,1192.34
15438,18855,970,4,1506.65
15439,10483,848,10,33.03
15440,18962,792,3,1169.18
15441,20045,725,9,1714.12
15442,1069,509,3,738.21
15443,21976,936,7,396.52
15444,14707,745,7,238.78
15445,5975,740,10,1155.68
15446,10929,881,7,722.26
15447,21214,810,1,1517.73
15448,1951,237,10,1648.2
15449,24668,983,2,1796.08
15450,19478,533,2,22.26
15451,10412,608,3,1628.56
15452,21696,977,4,1245.9
15453,13389,51,1,646.19
15454,29977,849,5,673.21
15455,17772,823,1,1126.68
15456,4275,469,7,14.76
15457,2286,892,7,667.09
15458,19591,388,2,1797.15
15459,19309,62,4,1302.09
15460,7046,343,9,316.05
15461,24856,153,1,1666.12
15462,29715,736,10,1458.38
15463,1619,966,6,134.55
15464,10980,654,10,1928.74
15465,8563,41,1,1646.36
15466,22281,486,6,289.7
15467,27760,953,1,1745.44
15468,12027,678,3,1851.92
15469,7844,702,4,1021.12
15470,9896,809,10,582.65
15471,26845,557,5,1129.75
15472,23448,720,7,1386.42
15473,24880,382,2,512.78
15474,11967,96,6,565.42
15475,17733,912,4,1541.38
15476,21941,787,6,1340.91
15477,5290,293,7,711.29
15478,18807,235,7,744.15
15479,20013,341,5,1465.83
15480,18813,719,7,692.84
15481,3034,957,3,620.85
15482,22542,538,10,1534.9
15483,8861,350,5,837.05
15484,25076,872,5,1583.56
15485,7814,207,2,1605.28
15486,17799,960,4,1909.79
15487,13861,491,2,1278.17
15488,23093,381,9,1412.65
15489,25106,141,9,857.82
15490,14295,859,1,1222.49
15491,23020,599,2,417.46
15492,3622,930,8,1316.09
15493,28033,891,3,1820.44
15494,21700,610,3,366.49
15495,17139,23,10,1060.95
15496,2348,762,6,463.93
15497,29487,364,5,168.38
15498,14883,762,4,173.1
15499,17111,148,7,444.3
15500,29403,566,1,687.45
15501,4924,969,1,444.19
15502,19034,954,1,1579.61
15503,26623,827,8,150.91
15504,15612,916,9,89.59
15505,15368,551,3,367.99
15506,19200,505,1,465.75
15507,9067,846,9,1331.84
15508,3280,218,3,15.34
15509,19369,859,9,1828.41
15510,26755,482,4,570.73
15511,3808,989,1,210.93
15512,24261,416,5,1906.82
15513,22484,937,7,1808.07
15514,13966,749,6,176.07
15515,16124,325,4,889.44
15516,16992,836,10,1263.91
15517,22554,855,8,1571.8
15518,24175,789,10,1964.22
15519,21958,737,10,1518.46
15520,635,489,1,1088.89
15521,29882,408,4,73.93
15522,12772,144,7,414.04
15523,27304,800,6,1738.04
15524,17459,211,1,791.4
15525,18299,666,5,208.69
15526,14341,259,6,1593.57
15527,589,227,10,247.42
15528,3232,999,9,570.85
15529,6352,594,5,63.31
15530,26881,889,5,598.22
15531,29901,372,8,1636.53
15532,3839,391,6,890.41
15533,1974,992,10,421.25
15534,14347,88,8,961.9
15535,5045,400,6,11.62
15536,10248,309,9,1402.95
15537,11673,984,8,15.66
15538,10272,4,8,631.62
15539,22488,173,1,369.74
15540,6684,544,4,1890.66
15541,22222,746,2,253.55
15542,11245,226,7,1225.45
15543,29059,339,10,748.93
15544,25828,206,6,1444.36
15545,6784,102,7,675.09
15546,5595,58,5,214.98
15547,28372,781,3,85.96
15548,3823,150,4,1980.95
15549,28879,252,10,1926.78
15550,3390,479,1,434.19
15551,5915,556,5,181.38
15552,18165,428,6,1217.44
15553,27181,542,7,1382.86
15554,3689,919,8,1470.17
15555,14684,524,5,1826.03
15556,13081,491,1,511.52
15557,9917,526,5,447.15
15558,23596,292,1,153.27
15559,29678,45,8,304.46
15560,27361,200,2,1300.69
15561,5038,24,2,975.06
15562,13454,763,6,1435.88
15563,28296,631,9,1246.3
15564,22704,387,5,1414.46
15565,26254,590,6,1063.89
15566,8641,435,3,1896.81
15567,29264,242,9,1350.61
15568,82,203,4,1413.29
15569,6279,237,6,1766.93
15570,16079,951,4,1220.79
15571,23384,294,6,460.19
15572,15537,348,1,854.64
15573,17791,87,1,1451.85
15574,7411,210,1,1852.73
15575,15927,788,10,962.39
15576,15501,609,2,451.55
15577,1481,2,7,632.57
15578,9272,999,3,856.02
15579,3599,229,1,1462.19
15580,15033,410,8,215.59
15581,7994,243,8,99.82
15582,29091,770,4,1995.45
15583,20568,963,7,705.31
15584,20065,468,2,513.88
15585,10896,458,6,1259.65
15586,15368,554,9,1863.15
15587,7645,213,7,882.18
15588,20695,808,6,1622.59
15589,11949,905,10,553.97
15590,18143,386,2,1072.4
15591,2600,412,4,1102.6
15592,22001,515,6,474.35
15593,5814,528,5,1146.72
15594,27127,388,5,1154.77
15595,3854,279,4,1159.75
15596,27323,990,8,805.89
15597,18677,102,8,1272.37
15598,1502,589,5,684.34
15599,28981,390,7,785.91
15600,8423,202,2,87.23
15601,7551,567,3,1912.22
15602,4251,721,10,1436.78
15603,25775,392,9,1480.03
15604,6992,841,7,1574.22
15605,16499,354,6,1437.31
15606,25990,593,7,1736.27
15607,4407,756,6,50.55
15608,25569,235,2,213.55
15609,18732,114,3,842.26
15610,1042,982,5,1724.21
15611,6928,960,2,582.07
15612,16396,67,3,1495.88
15613,24365,809,7,540.52
15614,7872,40,2,1997.33
15615,6376,733,6,1682.97
15616,23483,103,10,925.39
15617,3677,411,5,1775.21
15618,22494,295,3,1212.28
15619,13018,565,8,264.36
15620,21782,808,6,1318.8
15621,3066,564,9,1035.39
15622,2037,37,1,408.81
15623,3047,67,3,166.24
15624,26927,403,10,1767.98
15625,16925,674,8,771.55
15626,27437,206,1,1771.0
15627,77,341,8,1490.34
15628,19452,834,10,64.51
15629,15881,906,5,1629.12
15630,16408,52,8,466.94
15631,21519,426,10,839.35
15632,17060,956,7,715.46
15633,23053,209,9,32.45
15634,26971,514,7,1710.04
15635,4268,987,4,1412.39
15636,5989,641,1,938.29
15637,27975,178,2,780.14
15638,27336,676,2,1918.35
15639,24037,865,1,1750.71
15640,8681,22,10,1970.25
15641,1486,369,7,648.48
15642,14714,739,4,1265.8
15643,20044,994,10,602.68
15644,27812,82,7,127.27
15645,2420,164,8,1690.73
15646,24125,377,6,870.01
15647,23528,3,8,1749.97
15648,15313,684,2,885.89
15649,3496,118,1,96.1
15650,17141,656,9,99.95
15651,10717,764,9,1391.38
15652,12443,395,9,1458.56
15653,24833,266,4,1969.75
15654,18164,435,9,857.84
15655,12962,682,9,1628.47
15656,10308,725,5,596.9
15657,6488,793,1,486.12
15658,27925,227,8,60.97
15659,29345,376,1,1066.68
15660,9665,262,3,483.48
15661,16361,366,3,1201.49
15662,16643,767,5,655.57
15663,4076,428,5,1450.17
15664,24883,8,5,1295.27
15665,24399,930,4,1879.78
15666,17503,41,1,966.48
15667,15286,878,4,520.56
15668,7632,257,10,874.75
15669,3018,643,8,1905.84
15670,20726,564,5,1204.0
15671,27357,102,7,1236.41
15672,18043,219,1,1904.9
15673,24763,244,5,1942.94
15674,18182,845,10,1878.82
15675,25501,939,8,1042.29
15676,785,303,5,1435.6
15677,28021,370,1,742.99
15678,5692,851,2,1845.31
15679,15766,275,6,1766.93
15680,3197,70,2,1399.17
15681,9553,47,9,299.03
15682,8533,117,9,719.22
15683,16947,590,2,1867.95
15684,4747,517,1,1617.37
15685,3000,254,7,258.84
15686,17578,832,7,1915.75
15687,11303,619,3,227.88
15688,16453,756,2,36.03
15689,15596,173,9,942.42
15690,22064,960,9,1813.95
15691,18813,429,6,260.87
15692,6201,36,7,111.08
15693,5397,905,2,1583.22
15694,23378,407,6,954.23
15695,13411,416,6,1999.61
15696,13204,989,8,250.83
15697,3599,685,9,99.77
15698,10565,412,2,579.25
15699,12749,488,7,210.95
15700,25420,692,9,153.13
15701,16958,779,6,1993.0
15702,20599,767,7,1814.57
15703,7637,915,9,1057.42
15704,27173,832,10,76.8
15705,29318,321,4,1692.93
15706,17863,73,2,738.34
15707,10266,569,2,1458.22
15708,9706,578,1,1486.26
15709,22512,644,9,1765.22
15710,29704,413,10,1997.82
15711,25545,772,4,1825.6
15712,14299,124,5,1542.8
15713,23061,385,4,692.0
15714,18581,604,4,1798.0
15715,9704,786,6,586.17
15716,13337,653,6,1299.87
15717,8167,232,1,1974.17
15718,25231,582,1,1799.84
15719,16117,433,7,1119.08
15720,6051,491,1,240.45
15721,11185,687,1,1576.76
15722,21035,871,6,1134.82
15723,12713,86,8,1165.37
15724,8485,765,7,1086.69
15725,29881,30,6,662.87
15726,27178,667,7,238.77
15727,20911,200,2,574.04
15728,20797,875,6,1599.97
15729,29070,156,9,149.57
15730,21828,757,4,1319.01
15731,26165,898,2,639.37
15732,25172,532,9,646.78
15733,2594,715,8,1048.17
15734,10316,846,8,792.65
15735,15201,152,7,1660.37
15736,26520,77,8,1752.22
15737,9108,328,3,1608.39
15738,23237,172,6,1832.53
15739,23014,405,7,1047.73
15740,3870,406,5,681.8
15741,15448,841,2,517.02
15742,27371,762,10,1647.94
15743,29928,698,7,546.92
15744,27655,362,2,1392.07
15745,7972,128,9,702.01
15746,25552,875,9,1060.35
15747,25652,523,10,1701.48
15748,24207,336,6,332.93
15749,2990,754,4,615.23
15750,23447,693,10,154.57
15751,28044,265,4,723.36
15752,5341,195,5,1396.93
15753,9644,758,7,1115.35
15754,3824,100,8,688.06
15755,13455,564,10,877.92
15756,3933,371,8,462.46
15757,10221,909,7,1274.45
15758,8555,897,6,330.67
15759,2430,428,2,559.87
15760,28209,587,8,1434.83
15761,7445,920,4,633.22
15762,10511,133,8,1491.6
15763,11278,256,5,272.88
15764,10538,450,3,1415.27
15765,7148,721,6,948.26
15766,7632,977,2,1026.12
15767,3599,404,6,936.85
15768,4330,960,6,525.67
15769,6719,655,1,1287.47
15770,9924,580,10,635.76
15771,24603,54,5,895.88
15772,13783,779,5,565.8
15773,16477,407,8,763.22
15774,27241,385,7,10.57
15775,24885,938,9,1006.96
15776,52,242,10,1023.11
15777,16703,47,3,1051.39
15778,10185,115,1,967.94
15779,12469,708,7,854.88
15780,22073,806,9,1331.58
15781,15480,130,10,407.13
15782,28468,557,10,1151.39
15783,23403,155,7,1801.02
15784,7211,994,10,243.24
15785,12935,973,7,308.84
15786,3957,495,10,1733.19
15787,6058,829,6,1813.57
15788,29956,82,5,1540.04
15789,27269,779,5,144.67
15790,11211,965,8,211.58
15791,14591,669,9,1749.08
15792,26601,25,4,1995.48
15793,23260,334,10,1667.21
15794,20816,182,1,1878.15
15795,13865,432,5,1843.5
15796,1526,174,4,548.98
15797,13278,809,4,868.75
15798,7044,998,1,1713.72
15799,17663,41,3,830.79
15800,8706,445,3,633.0
15801,6126,869,8,160.66
15802,7875,395,6,581.94
15803,12530,940,6,1968.11
15804,26310,288,6,1859.02
15805,27947,561,8,1686.1
15806,23285,262,5,1519.57
15807,28498,756,3,542.41
15808,14956,57,1,521.44
15809,2501,6,8,997.34
15810,3465,559,10,1129.4
15811,18644,575,4,809.92
15812,29340,945,3,1122.14
15813,29266,918,8,960.73
15814,15955,579,10,1235.92
15815,23881,915,7,1056.01
15816,19044,695,8,438.62
15817,256,162,2,1058.22
15818,1503,297,8,1059.53
15819,4657,617,4,129.99
15820,10303,775,2,526.36
15821,5431,57,4,1201.08
15822,8599,528,8,842.51
15823,27426,59,6,1605.64
15824,19561,166,3,128.85
15825,15977,905,7,258.65
15826,1861,762,6,1964.79
15827,6159,973,5,1259.24
15828,5807,546,6,1213.76
15829,20739,46,3,1535.06
15830,17107,933,5,649.19
15831,23964,811,3,1316.02
15832,9475,47,2,912.06
