invoiceID,orderHeaderID,invoice_date,due_date,total_amount
1409,8390,2023-11-20,2023-12-06,8502.86
1410,22150,2023-06-18,2023-07-12,4623.26
1411,27203,2023-05-31,2023-06-17,6552.02
1412,17587,2024-08-17,2024-09-01,5673.18
1413,24520,2022-06-14,2022-07-15,1119.19
1414,21952,2024-07-15,2024-08-24,617.73
1415,24052,2024-07-21,2024-09-04,3801.33
1416,15375,2023-07-11,2023-08-16,3647.43
1417,22127,2023-11-11,2023-11-26,6754.29
1418,5789,2024-09-19,2024-10-08,6340.39
1419,5409,2024-10-25,2024-12-08,9690.96
1420,26612,2024-01-27,2024-02-24,8588.09
1421,25054,2024-05-04,2024-05-24,4991.0
1422,9447,2023-05-08,2023-05-31,5025.25
1423,923,2023-10-11,2023-11-16,6757.59
1424,420,2024-09-18,2024-10-16,1185.2
1425,18589,2023-09-20,2023-10-08,9998.91
1426,10790,2023-09-17,2023-10-02,5212.14
1427,1121,2023-06-27,2023-07-17,9103.55
1428,11261,2022-01-07,2022-01-28,9675.2
1429,17335,2024-08-11,2024-09-15,5837.35
1430,2337,2023-05-30,2023-06-19,1078.32
1431,5374,2024-01-25,2024-03-05,5754.79
1432,2244,2022-03-14,2022-04-21,5996.54
1433,19030,2022-01-10,2022-01-25,7902.47
1434,26434,2023-07-16,2023-08-07,529.88
1435,4613,2022-05-02,2022-05-28,4689.84
1436,13947,2023-11-18,2023-12-31,9231.56
1437,18250,2023-05-28,2023-06-22,9913.43
1438,11105,2024-09-16,2024-10-02,1954.26
1439,13430,2023-03-17,2023-04-02,8712.46
1440,27430,2024-11-27,2025-01-04,1505.19
1441,22413,2023-12-03,2023-12-19,8419.69
1442,23711,2023-08-14,2023-09-05,2808.91
1443,29487,2022-03-08,2022-04-12,9598.27
1444,6372,2022-01-17,2022-02-25,6970.19
1445,6360,2023-01-03,2023-02-11,4021.15
1446,7864,2024-06-22,2024-08-05,2845.68
1447,3229,2023-12-22,2024-01-29,2390.61
1448,20104,2024-08-15,2024-09-28,6823.88
1449,27805,2024-06-26,2024-08-04,8963.12
1450,14383,2024-09-15,2024-10-06,7561.67
1451,18756,2023-04-18,2023-05-18,8356.18
1452,2892,2022-04-25,2022-06-02,7824.77
1453,3757,2022-04-10,2022-05-16,9792.52
1454,20610,2023-03-14,2023-04-28,7590.16
1455,15771,2022-12-15,2023-01-07,2141.77
1456,16479,2022-05-19,2022-06-18,7926.4
1457,2675,2024-04-07,2024-04-23,3254.59
1458,6899,2022-11-20,2022-12-07,9958.21
1459,10148,2024-04-25,2024-05-11,3797.89
1460,794,2022-10-21,2022-12-05,2963.3
1461,26411,2024-08-25,2024-09-30,2430.2
1462,2117,2022-03-15,2022-04-17,6602.22
1463,5780,2023-04-29,2023-06-09,1136.75
1464,12299,2022-01-16,2022-02-16,9537.92
1465,27902,2024-03-03,2024-04-06,2978.41
1466,14154,2023-05-31,2023-07-05,2989.24
1467,11112,2024-07-13,2024-08-08,508.36
1468,10790,2024-04-03,2024-04-28,2497.87
1469,11398,2023-06-02,2023-07-06,4218.84
1470,13000,2022-05-09,2022-06-14,3727.58
1471,22551,2023-05-26,2023-06-28,2766.55
1472,815,2023-02-27,2023-04-08,455.4
1473,16730,2023-01-20,2023-02-09,3040.78
1474,10542,2022-08-20,2022-09-13,7794.39
1475,24939,2024-08-16,2024-09-13,4415.98
1476,2444,2024-04-04,2024-04-19,2943.21
1477,10458,2022-03-06,2022-04-04,3082.68
1478,10381,2024-04-12,2024-05-02,5566.65
1479,7784,2023-09-07,2023-10-04,3057.81
1480,27582,2024-03-11,2024-04-18,6326.43
1481,11474,2022-10-05,2022-11-14,9895.07
1482,17369,2023-01-01,2023-01-29,459.71
1483,15329,2023-05-31,2023-06-27,1728.93
1484,24175,2023-03-15,2023-04-22,1832.12
1485,26216,2023-03-04,2023-04-03,4498.35
1486,828,2023-12-30,2024-01-14,462.12
1487,27307,2023-01-31,2023-02-28,4801.34
1488,19916,2023-08-09,2023-09-23,9292.8
1489,7148,2023-01-10,2023-02-06,165.06
1490,4452,2024-08-05,2024-09-11,3681.14
1491,15344,2022-04-03,2022-05-17,7620.89
1492,13636,2022-11-17,2022-12-11,1587.22
1493,27512,2024-10-30,2024-11-23,821.71
1494,20261,2024-07-02,2024-08-13,6326.25
1495,5960,2024-07-05,2024-07-23,149.01
1496,127,2022-04-05,2022-05-03,8027.62
1497,19562,2024-08-16,2024-09-11,715.18
1498,27633,2022-03-12,2022-04-17,5267.32
1499,8796,2023-10-26,2023-11-15,7414.27
1500,11642,2024-08-26,2024-09-24,2458.01
1501,22409,2023-08-10,2023-08-29,1080.22
1502,21494,2023-12-28,2024-01-21,1797.45
1503,20531,2023-01-03,2023-01-26,8554.1
1504,7197,2022-02-20,2022-04-02,7072.51
1505,28110,2024-09-14,2024-10-08,2021.08
1506,11560,2022-09-17,2022-10-25,7175.4
1507,3369,2022-06-07,2022-07-03,7100.75
1508,3798,2022-04-09,2022-05-15,9977.36
1509,15115,2022-08-29,2022-09-16,3945.98
1510,13719,2022-07-21,2022-09-02,8655.29
1511,1793,2023-09-26,2023-10-14,4492.1
1512,11054,2024-01-16,2024-02-12,8982.71
1513,22117,2023-05-05,2023-06-13,961.42
1514,3477,2023-08-02,2023-08-30,1794.36
1515,3418,2023-06-11,2023-07-07,8507.05
1516,1646,2022-09-30,2022-10-27,8202.04
1517,14756,2024-02-25,2024-03-30,3089.07
1518,25782,2023-03-29,2023-04-25,5988.14
1519,19415,2022-12-13,2023-01-19,3857.86
1520,19257,2024-03-26,2024-05-09,152.66
1521,3073,2023-02-18,2023-03-26,309.74
1522,1855,2023-03-07,2023-03-23,589.85
1523,20406,2023-01-14,2023-02-18,5961.02
1524,4663,2024-09-24,2024-10-27,2828.32
1525,6515,2024-06-13,2024-07-06,1482.29
1526,21416,2023-03-04,2023-03-28,9414.25
1527,2709,2022-07-11,2022-08-11,1257.12
1528,11695,2022-02-10,2022-03-06,6756.12
1529,23497,2022-05-16,2022-06-19,8946.89
1530,9525,2022-04-16,2022-05-13,1680.11
1531,24778,2023-06-03,2023-07-07,2186.56
1532,19892,2024-03-24,2024-05-02,5759.44
1533,6457,2022-05-06,2022-06-19,5109.06
1534,4213,2023-02-04,2023-02-19,5234.22
1535,13225,2022-03-20,2022-04-05,5569.05
1536,7971,2023-01-24,2023-02-24,9501.53
1537,25151,2022-03-15,2022-04-11,585.69
1538,16921,2024-10-25,2024-11-25,7616.46
1539,1626,2022-03-23,2022-05-04,2363.44
1540,10315,2024-02-15,2024-03-30,3768.09
1541,7974,2024-09-17,2024-10-14,938.45
1542,8578,2022-10-05,2022-11-05,4483.99
1543,8071,2024-04-19,2024-05-22,8051.98
1544,27858,2022-08-12,2022-09-22,1032.47
1545,8667,2024-12-27,2025-01-24,2792.26
1546,24994,2023-08-29,2023-10-02,3761.96
1547,22875,2022-01-19,2022-02-12,1083.8
1548,3601,2023-10-02,2023-10-18,7635.05
1549,6784,2022-04-07,2022-05-05,7880.12
1550,13227,2024-12-11,2025-01-11,8367.16
1551,9147,2022-06-24,2022-07-13,5859.77
1552,4972,2022-12-14,2023-01-19,5097.03
1553,29435,2022-01-01,2022-02-02,2662.4
1554,13491,2022-03-04,2022-03-21,6568.82
1555,17590,2022-08-14,2022-09-13,4473.41
1556,12952,2023-02-27,2023-04-08,9709.23
1557,12313,2024-11-08,2024-12-11,9683.39
1558,1991,2022-01-31,2022-03-04,9056.79
1559,5300,2024-04-24,2024-05-28,3632.89
1560,12998,2023-09-25,2023-11-08,3711.33
1561,19957,2022-01-24,2022-02-12,8534.1
1562,22360,2024-04-16,2024-05-08,7304.89
1563,13473,2024-09-09,2024-09-29,7058.39
1564,22705,2022-06-10,2022-07-09,2832.13
1565,4381,2022-04-24,2022-06-02,8341.82
1566,28735,2023-05-19,2023-06-05,5815.23
1567,29675,2024-08-12,2024-09-21,4496.31
1568,4758,2022-12-23,2023-01-15,8660.95
1569,19098,2022-06-18,2022-07-29,3972.39
1570,10396,2024-08-26,2024-10-09,6556.56
1571,16242,2022-08-30,2022-09-24,4685.76
1572,5589,2022-05-19,2022-06-22,5947.74
1573,27697,2022-04-07,2022-05-15,453.44
1574,17351,2022-05-27,2022-07-06,4638.1
1575,4945,2024-12-16,2025-01-22,5587.09
1576,13396,2024-12-01,2024-12-29,4952.56
1577,19817,2024-05-15,2024-06-21,8481.73
1578,17073,2023-06-27,2023-07-20,3145.68
1579,4244,2023-11-23,2023-12-17,8846.56
1580,20086,2024-10-22,2024-12-05,4064.45
1581,24918,2024-06-22,2024-07-21,6960.54
1582,21567,2023-12-31,2024-02-01,912.89
1583,9917,2022-11-27,2023-01-01,2041.53
1584,23089,2023-09-09,2023-10-12,7623.6
1585,20807,2023-02-08,2023-03-01,172.67
1586,9985,2023-05-23,2023-06-25,9686.85
1587,1760,2024-11-04,2024-11-23,1946.76
1588,27789,2022-08-14,2022-09-18,9017.97
1589,9182,2024-09-10,2024-10-12,5183.65
1590,26839,2024-05-14,2024-06-24,5667.52
1591,2483,2024-01-15,2024-01-30,887.11
1592,24443,2023-05-08,2023-06-03,3683.93
1593,952,2022-11-15,2022-12-05,1604.38
1594,25299,2024-02-12,2024-03-10,5283.02
1595,27966,2023-03-28,2023-04-28,5529.78
1596,2080,2024-08-01,2024-08-24,7111.19
1597,2718,2024-04-27,2024-06-06,8788.87
1598,26909,2024-10-13,2024-11-17,4708.39
1599,27953,2024-06-02,2024-06-17,2371.94
1600,20909,2023-02-23,2023-03-21,3369.04
1601,9693,2024-05-14,2024-06-21,8478.54
1602,24862,2024-02-28,2024-03-14,1501.34
1603,7312,2023-05-10,2023-05-28,6291.2
1604,28072,2024-11-28,2024-12-19,180.2
1605,23571,2022-06-11,2022-07-15,2494.41
1606,18450,2022-05-01,2022-06-12,5934.51
1607,769,2023-02-03,2023-02-22,4591.3
1608,5491,2023-12-29,2024-02-04,4960.82
1609,15535,2023-07-15,2023-08-18,6622.59
1610,27634,2023-08-27,2023-09-15,2384.13
1611,28866,2023-06-24,2023-07-15,2844.01
1612,6646,2022-12-22,2023-01-22,6860.36
1613,21468,2023-10-22,2023-12-06,5406.0
1614,5233,2023-03-08,2023-04-03,195.14
1615,26738,2024-12-24,2025-01-22,6719.76
1616,11486,2023-07-17,2023-08-03,6219.92
1617,5798,2024-03-27,2024-04-27,832.15
1618,25523,2023-12-12,2024-01-09,7487.82
1619,21311,2022-01-12,2022-02-10,5244.91
1620,22401,2022-08-27,2022-09-25,2087.24
1621,19720,2023-03-29,2023-04-27,5615.6
1622,12343,2023-01-18,2023-02-20,5974.81
1623,8039,2024-02-21,2024-03-17,9205.18
1624,16003,2022-02-17,2022-03-21,7434.34
1625,13088,2022-11-13,2022-12-18,3054.15
1626,4874,2022-07-28,2022-08-21,1225.42
1627,1482,2023-07-31,2023-09-04,8539.18
1628,10094,2022-11-11,2022-12-21,8468.37
1629,22690,2024-01-24,2024-02-16,1794.33
1630,19836,2024-11-25,2025-01-02,668.21
1631,28641,2024-07-03,2024-07-20,7133.05
1632,14423,2024-01-25,2024-02-09,7239.69
1633,16439,2023-07-08,2023-08-12,1812.58
1634,7644,2023-02-07,2023-03-04,6698.71
1635,26400,2022-02-08,2022-03-10,2825.29
1636,29874,2023-08-04,2023-08-21,2643.14
1637,19847,2022-06-29,2022-08-03,3278.95
1638,15709,2022-01-12,2022-02-04,5227.94
1639,11272,2024-07-31,2024-08-25,8054.32
1640,17217,2023-07-02,2023-08-15,5011.51
1641,12601,2022-03-04,2022-04-18,3015.52
1642,10999,2024-04-23,2024-05-24,8845.54
1643,22339,2024-10-05,2024-10-20,598.15
1644,14296,2022-02-03,2022-02-26,7981.06
1645,10683,2024-01-22,2024-02-08,7854.6
1646,16381,2022-02-18,2022-04-01,2572.79
1647,8520,2023-10-20,2023-12-04,2023.04
1648,23606,2023-12-02,2023-12-26,8753.27
1649,19695,2024-12-16,2025-01-04,5610.77
1650,3301,2022-04-19,2022-05-28,507.81
1651,6723,2024-09-11,2024-10-06,8913.78
1652,7219,2022-01-24,2022-02-12,3522.61
1653,24161,2022-08-09,2022-09-04,3454.46
1654,20060,2022-11-11,2022-12-09,6450.71
1655,3055,2022-10-21,2022-11-16,6630.04
1656,13576,2024-10-30,2024-12-02,3565.5
1657,7971,2024-10-16,2024-11-08,1475.63
1658,2144,2024-10-14,2024-11-25,5545.08
1659,21592,2023-09-30,2023-10-21,6270.53
1660,9504,2022-09-24,2022-10-24,8609.21
1661,27768,2022-03-29,2022-05-10,4870.18
1662,15150,2023-03-31,2023-05-12,6474.68
1663,18923,2024-01-27,2024-02-17,591.37
1664,12176,2023-03-07,2023-04-04,8950.5
1665,20932,2024-06-29,2024-07-21,3305.8
1666,22004,2022-08-30,2022-10-10,6340.6
1667,8357,2023-12-03,2024-01-07,9164.71
1668,28854,2024-06-20,2024-07-22,8114.73
1669,22997,2024-01-11,2024-02-21,6395.15
1670,21390,2022-03-07,2022-04-15,7050.9
1671,15071,2024-08-29,2024-09-15,9213.01
1672,823,2023-01-13,2023-02-23,8130.33
1673,17328,2023-01-23,2023-03-08,6118.1
1674,14290,2024-02-20,2024-03-07,6604.09
1675,6151,2022-07-28,2022-09-06,1515.32
1676,4426,2022-01-16,2022-02-25,4728.17
1677,25351,2024-09-12,2024-10-01,3044.93
1678,16033,2023-01-02,2023-01-24,4348.11
1679,2199,2024-02-19,2024-03-23,6639.36
1680,27733,2023-03-16,2023-04-21,1534.05
1681,20627,2023-11-21,2023-12-14,222.89
1682,20080,2024-11-25,2024-12-11,3999.4
1683,3453,2024-04-26,2024-05-25,3255.73
1684,9107,2023-02-26,2023-03-20,4233.3
1685,13860,2023-08-31,2023-09-24,9315.65
1686,17693,2022-01-20,2022-02-10,7085.49
1687,20562,2023-11-07,2023-12-10,3308.21
1688,8706,2023-01-17,2023-02-01,1833.82
1689,10113,2023-09-01,2023-10-07,6203.86
1690,23237,2022-05-23,2022-06-08,6592.88
1691,22420,2022-03-03,2022-03-20,4862.05
1692,19979,2022-08-26,2022-10-07,2166.97
1693,4842,2024-07-15,2024-08-12,334.12
1694,15359,2022-12-08,2023-01-06,2693.32
1695,1410,2023-03-31,2023-05-05,4598.85
1696,29379,2022-10-09,2022-11-06,7889.95
1697,4567,2024-06-04,2024-07-15,8544.85
1698,11383,2024-10-21,2024-11-12,4158.7
1699,20876,2023-12-24,2024-01-25,7971.43
1700,17940,2022-03-28,2022-05-03,9933.86
1701,14597,2023-10-27,2023-11-27,7180.27
1702,805,2024-05-11,2024-06-01,7299.56
1703,13222,2022-03-02,2022-04-05,9099.89
1704,1280,2024-03-07,2024-03-22,3414.53
1705,13193,2022-04-05,2022-04-28,161.49
1706,29749,2024-02-25,2024-03-19,9870.42
1707,7084,2024-08-18,2024-09-12,4930.16
1708,22371,2022-10-24,2022-11-26,7867.49
1709,22004,2023-11-25,2023-12-15,8134.29
1710,28154,2023-02-03,2023-02-24,4005.29
1711,11094,2024-08-03,2024-09-15,5435.67
1712,17772,2023-06-18,2023-07-17,5422.16
1713,29976,2023-02-06,2023-03-12,2241.15
1714,12881,2022-05-10,2022-05-30,1220.51
1715,27338,2022-10-19,2022-11-11,5458.54
1716,15518,2022-10-03,2022-11-16,1245.43
1717,19064,2024-06-30,2024-07-29,3493.58
1718,2107,2024-07-14,2024-08-23,1901.53
1719,24558,2022-02-24,2022-04-01,7083.82
1720,16087,2024-01-09,2024-02-15,8726.49
1721,20608,2024-11-15,2024-12-05,5800.25
1722,4832,2024-02-04,2024-02-25,4131.05
1723,19153,2023-10-04,2023-11-04,9966.59
1724,28530,2023-12-25,2024-01-14,261.03
1725,3187,2024-03-12,2024-04-23,3078.19
1726,27857,2024-01-08,2024-01-31,2822.8
1727,2574,2024-01-28,2024-03-09,3594.23
1728,12809,2023-07-21,2023-08-07,2344.43
1729,2600,2022-12-06,2023-01-03,2679.42
1730,4034,2022-06-02,2022-06-22,2613.89
1731,8429,2024-09-30,2024-10-18,5082.15
1732,1305,2023-03-03,2023-04-02,3941.0
1733,28007,2024-09-29,2024-11-05,6410.84
1734,23753,2022-07-23,2022-08-22,5168.29
1735,22262,2022-11-21,2022-12-28,1875.05
1736,17686,2024-08-07,2024-09-19,8109.95
1737,18926,2024-08-08,2024-08-31,4748.34
1738,18436,2024-07-27,2024-08-14,1574.65
1739,23194,2024-08-14,2024-09-27,1710.45
1740,8634,2024-06-12,2024-07-04,7979.84
1741,26653,2023-03-11,2023-04-18,7044.78
1742,11373,2023-01-06,2023-01-28,5089.95
1743,27234,2024-07-21,2024-09-03,3095.51
1744,28375,2022-09-06,2022-10-14,4632.19
1745,8997,2024-06-09,2024-06-29,6383.01
1746,16459,2022-06-30,2022-07-22,8798.86
1747,23366,2023-12-04,2023-12-24,5580.89
1748,26752,2024-09-25,2024-11-04,2803.52
1749,28501,2022-03-19,2022-04-16,475.26
1750,26666,2024-07-07,2024-08-04,1795.78
1751,5476,2024-06-03,2024-07-05,6519.27
1752,24617,2022-12-02,2022-12-29,1646.35
1753,26658,2022-02-19,2022-03-20,4841.32
1754,7185,2022-03-26,2022-04-12,7004.6
1755,22181,2023-11-26,2023-12-16,3116.84
1756,23526,2022-01-04,2022-02-10,6707.6
1757,12876,2024-09-19,2024-11-02,5831.67
1758,1623,2022-11-13,2022-12-17,4417.44
1759,15989,2024-02-02,2024-03-04,8977.59
1760,8042,2023-09-04,2023-10-08,6935.99
1761,16726,2024-10-01,2024-10-31,3637.94
1762,28629,2024-07-02,2024-07-22,8052.43
1763,18459,2024-03-09,2024-03-31,7394.12
1764,7993,2022-04-29,2022-06-11,7927.26
1765,15647,2022-12-16,2023-01-27,6427.51
1766,17030,2024-07-05,2024-08-01,3824.74
1767,29403,2023-11-18,2023-12-31,3518.36
1768,4264,2023-06-26,2023-08-09,6558.81
1769,25186,2024-12-14,2025-01-10,1352.46
1770,14061,2022-12-27,2023-01-30,8208.15
1771,22521,2023-12-09,2024-01-18,3734.84
1772,15157,2023-11-16,2023-12-17,6322.2
1773,8647,2022-11-26,2022-12-31,5015.69
1774,27530,2022-08-07,2022-09-13,5217.3
1775,26285,2022-07-27,2022-09-01,7393.16
1776,11665,2024-04-24,2024-05-11,6285.37
1777,2970,2022-03-26,2022-04-22,2540.57
1778,3029,2023-11-16,2023-12-07,788.55
1779,24028,2022-09-02,2022-10-06,8410.33
1780,29374,2024-05-21,2024-06-09,8854.7
1781,19066,2024-10-19,2024-11-13,1686.74
1782,3630,2023-08-19,2023-09-25,3129.3
1783,20610,2023-11-16,2023-12-18,2859.31
1784,3068,2024-10-10,2024-10-28,9377.61
1785,5942,2024-10-10,2024-11-13,2087.53
1786,17771,2022-12-16,2023-01-21,1707.07
1787,28353,2022-10-09,2022-11-20,1859.29
1788,19251,2022-10-20,2022-11-30,7312.2
1789,21173,2024-09-10,2024-10-01,8885.8
1790,11556,2022-01-20,2022-02-07,3964.01
1791,21875,2024-01-29,2024-02-22,1404.0
1792,13082,2023-02-09,2023-02-24,5877.93
1793,20509,2023-12-02,2024-01-02,2138.85
1794,24725,2024-09-06,2024-09-25,688.31
1795,20235,2022-01-26,2022-02-26,8868.0
1796,21800,2023-07-20,2023-08-06,8714.87
1797,26635,2023-01-30,2023-02-22,9760.31
1798,24064,2024-09-27,2024-10-14,4766.35
1799,6820,2023-06-07,2023-06-24,2975.31
1800,25713,2024-05-11,2024-06-23,7709.35
1801,24763,2024-03-12,2024-04-04,1845.92
1802,11047,2023-07-04,2023-07-23,2470.76
1803,25827,2022-03-28,2022-05-09,2594.04
1804,17718,2024-04-12,2024-05-20,9518.61
1805,28770,2023-01-22,2023-02-15,7311.74
1806,20535,2024-08-20,2024-09-18,1380.26
1807,23151,2023-10-30,2023-12-08,973.82
1808,2712,2022-10-13,2022-11-08,8436.01
1809,4854,2023-11-29,2023-12-19,8032.63
1810,29078,2024-08-22,2024-09-12,6726.4
1811,22597,2023-01-04,2023-01-25,2001.2
1812,23864,2023-10-17,2023-11-23,4828.82
1813,21793,2023-10-16,2023-11-03,6047.12
1814,26362,2023-11-28,2024-01-10,9324.77
1815,7716,2024-10-20,2024-11-16,1735.77
1816,8943,2024-07-03,2024-08-01,5178.7
1817,15508,2022-10-15,2022-11-29,1619.63
1818,15827,2022-04-05,2022-05-07,4466.3
1819,1763,2023-10-31,2023-12-02,2041.34
1820,15851,2022-02-10,2022-03-03,8370.05
1821,12113,2022-11-27,2022-12-21,2584.63
1822,23486,2023-05-19,2023-06-18,4200.19
1823,24059,2022-10-02,2022-11-08,4107.49
1824,12653,2022-06-28,2022-08-07,8669.63
1825,6123,2022-05-17,2022-06-23,7590.08
1826,482,2024-02-06,2024-03-20,622.88
1827,14537,2024-09-14,2024-10-06,717.52
1828,154,2022-08-31,2022-10-03,5534.41
1829,7618,2022-07-16,2022-08-28,4305.8
1830,1525,2023-06-10,2023-07-05,2792.06
1831,2121,2023-09-24,2023-10-29,7936.58
1832,15049,2023-02-12,2023-03-04,1329.92
1833,2344,2023-11-22,2024-01-04,9741.87
1834,5137,2022-06-19,2022-07-27,289.82
1835,22145,2022-06-08,2022-07-16,1226.4
1836,1241,2023-03-23,2023-04-16,3147.6
1837,61,2024-10-14,2024-11-16,5116.03
1838,9131,2024-12-16,2025-01-27,2200.55
1839,18024,2022-04-22,2022-05-20,7375.34
1840,22570,2022-02-17,2022-03-23,3607.54
1841,12313,2023-01-11,2023-01-31,433.46
1842,13351,2024-04-07,2024-04-25,8783.33
1843,24355,2022-02-02,2022-03-14,9441.46
1844,12419,2023-05-19,2023-06-22,6204.71
1845,28146,2023-09-19,2023-10-18,8075.04
1846,1253,2024-10-23,2024-11-11,1255.06
1847,20588,2022-02-11,2022-03-13,2724.76
1848,8364,2022-01-09,2022-02-18,3286.06
1849,9651,2024-09-26,2024-10-17,9609.49
1850,19934,2024-03-29,2024-05-10,5146.62
1851,20582,2023-10-19,2023-11-04,123.76
1852,23394,2024-02-29,2024-03-27,3832.85
1853,23052,2024-11-16,2024-12-02,127.12
1854,18707,2024-12-02,2025-01-13,2416.17
1855,26213,2023-08-21,2023-09-30,4574.27
1856,27692,2024-07-24,2024-09-06,3267.76
1857,16315,2024-10-08,2024-10-31,375.71
1858,4091,2022-01-21,2022-02-24,1207.54
1859,6961,2024-09-25,2024-10-14,5531.32
1860,3005,2023-04-02,2023-04-19,6971.27
1861,21521,2024-10-10,2024-10-26,4075.26
1862,16714,2022-09-22,2022-10-20,7328.24
1863,3641,2022-07-03,2022-08-12,1675.16
1864,28471,2022-08-15,2022-09-06,1264.48
1865,24367,2024-12-28,2025-01-31,8402.56
1866,20492,2024-08-26,2024-10-09,3425.17
1867,1342,2024-03-15,2024-04-10,4350.87
1868,11856,2023-12-24,2024-01-24,9478.44
1869,24792,2024-12-31,2025-02-12,4269.92
1870,339,2024-09-28,2024-10-28,84.73
1871,5896,2024-05-24,2024-06-13,9382.82
1872,12255,2022-03-25,2022-04-14,190.48
1873,19093,2024-01-10,2024-02-11,6639.75
1874,11345,2022-08-11,2022-08-27,3262.76
1875,1751,2024-03-03,2024-03-25,4730.39
1876,21989,2024-01-03,2024-02-13,5495.49
1877,2422,2023-02-09,2023-03-18,4114.18
1878,7120,2022-11-25,2022-12-23,7754.97
1879,25286,2023-03-02,2023-03-18,9310.53
1880,5320,2024-02-09,2024-03-20,909.8
1881,15897,2023-08-31,2023-10-15,8012.52
1882,22994,2023-06-10,2023-07-11,1330.28
1883,29785,2023-09-17,2023-10-28,848.76
1884,21772,2022-03-18,2022-04-25,9560.52
1885,11919,2024-07-08,2024-08-22,4918.51
1886,28219,2024-08-03,2024-09-02,1568.4
1887,20378,2023-04-11,2023-05-21,5721.07
1888,25065,2023-05-07,2023-06-08,2669.21
1889,24429,2022-11-09,2022-12-14,4669.87
1890,13850,2022-11-04,2022-11-24,6265.36
1891,24623,2023-11-22,2024-01-01,8699.23
1892,27936,2022-03-30,2022-04-30,80.66
1893,4874,2024-01-05,2024-02-06,2180.7
1894,29712,2024-02-17,2024-03-16,1007.89
1895,4807,2024-01-21,2024-02-14,1016.12
1896,8593,2023-01-06,2023-02-20,9460.49
1897,12183,2023-03-27,2023-04-14,9364.03
1898,22298,2022-06-16,2022-07-18,7505.62
1899,23509,2023-01-27,2023-02-21,6448.48
1900,19542,2024-01-06,2024-02-11,8487.31
1901,28922,2023-05-06,2023-06-05,631.17
1902,16775,2024-07-13,2024-08-26,1238.88
1903,12046,2024-12-02,2024-12-20,3205.27
1904,4431,2024-08-02,2024-09-12,8333.3
1905,8821,2022-01-29,2022-03-03,4748.71
1906,24071,2024-11-20,2024-12-10,5060.57
1907,4233,2023-11-24,2024-01-02,2331.19
1908,11123,2022-05-08,2022-05-30,6501.46
1909,15024,2024-02-06,2024-03-09,8884.03
1910,8008,2023-03-17,2023-04-19,3328.67
1911,17906,2024-05-18,2024-06-19,6210.9
1912,9019,2023-06-08,2023-07-08,3352.89
1913,29399,2024-01-30,2024-03-10,7937.56
1914,1501,2022-04-20,2022-05-11,4775.85
1915,6738,2022-06-12,2022-07-21,3427.72
1916,3295,2023-07-14,2023-08-14,4229.49
1917,21470,2023-02-03,2023-03-16,957.71
1918,18804,2023-08-06,2023-08-23,8667.87
1919,25511,2023-02-03,2023-03-11,9582.79
1920,19427,2022-08-27,2022-09-25,4800.27
1921,4498,2024-11-21,2025-01-05,2252.31
1922,17851,2022-04-20,2022-05-08,6663.33
1923,19946,2022-10-27,2022-12-06,4551.2
1924,615,2024-09-28,2024-10-28,2560.39
1925,21777,2024-02-03,2024-03-02,432.41
1926,24078,2022-09-06,2022-10-16,8902.56
1927,9375,2023-06-05,2023-07-06,7977.51
1928,19608,2022-02-03,2022-02-26,8298.61
1929,23523,2022-08-16,2022-09-06,4426.41
1930,2668,2023-08-08,2023-09-05,7544.89
1931,24365,2024-08-15,2024-09-25,5833.19
1932,13410,2024-03-23,2024-05-04,3779.01
1933,16515,2023-12-25,2024-01-31,8435.28
1934,29867,2023-08-07,2023-09-02,9987.64
1935,2984,2023-07-24,2023-08-24,8997.86
1936,20663,2022-08-08,2022-08-31,7773.11
1937,23511,2024-02-26,2024-03-23,7487.7
1938,12652,2023-06-12,2023-07-08,6519.98
1939,8231,2022-03-16,2022-04-07,8543.49
1940,24079,2022-05-16,2022-06-26,4956.16
1941,28536,2022-03-15,2022-04-26,1858.21
1942,6641,2022-09-11,2022-10-05,7692.09
1943,11780,2024-11-07,2024-12-03,9199.09
1944,21853,2024-10-18,2024-11-06,3446.46
1945,15318,2024-12-02,2025-01-05,7840.68
1946,17305,2022-02-19,2022-03-06,2773.54
1947,7565,2023-05-30,2023-06-22,9428.87
1948,27346,2024-01-14,2024-02-12,6850.44
1949,15521,2024-01-01,2024-02-08,5714.3
1950,28688,2023-07-25,2023-09-06,7809.71
1951,25069,2023-07-30,2023-08-15,8141.65
1952,13738,2024-06-21,2024-07-09,8929.08
1953,9324,2022-07-21,2022-08-08,9016.14
1954,15230,2022-07-26,2022-09-07,574.27
1955,11714,2023-02-19,2023-03-28,1272.93
1956,8503,2022-08-09,2022-08-26,8269.31
1957,25315,2024-01-28,2024-02-27,9463.21
1958,19626,2024-02-02,2024-02-24,3111.33
1959,546,2023-07-17,2023-08-27,135.59
1960,27038,2023-01-04,2023-01-25,3260.92
1961,4347,2024-06-14,2024-07-24,3859.5
1962,29431,2022-07-23,2022-08-18,7622.28
1963,9997,2024-11-14,2024-12-10,523.47
1964,27789,2024-08-14,2024-09-01,2165.77
1965,29970,2022-03-10,2022-04-08,8944.99
1966,15776,2023-05-31,2023-07-09,1590.46
1967,13920,2022-08-28,2022-09-17,7604.51
1968,3811,2022-12-27,2023-01-13,3645.04
1969,7207,2024-11-20,2024-12-11,6643.47
